Name;Phone;Email
Chata na Dalešické přehradě (3498);608885793;
Chalupa Petrohrad (7957);605252882;
Chata pod Loučkou (2104);602722120;
Chata Dáša (2915);777940711;
Chalupa Kamila (1697);605261366 | 605260822;
Chalupa k pronájmu (2983);777292877 | 777079780;
Kemp Sluníčko (12156);737935777;
JAF - Lipno (7759);602167766 | 725385622;
Chata k pronájmu (4217);725007086;
Chata k pronájmu (11671);777800440;
Penzion U dvojice (7715);776260580;
Chata Dalešická přehrada (3770);608885793;
Chata u rybáře (6543);777157768;
Apartmány a bungalovy EDER (6901);602664620;
Vinařství Maixner (9600);602168147 | 777346242;
Resort LUFT (4981);724933852 | 608137160;
Chaty Jiřinka (9852);601569735;
Chata u lesa (12735);608536355;
Chalupa Na Vejhonu (3464);736734341;
Vinný sklep u Studýnky (18012);720134418 | 736626341;
Chalupa Naproti Sněžce (9357);604844054;
Chata u lesa (6063);606364329;
Chata k pronájmu (7286);602456765;
Ski Cottage (3064);+420733113752;
Bouda Šestidomí (11343);774276237;
Beskydský domeček (18893);736626893;
Na dohled (17357);731524710;
Chata Marjánka (4385);778747641;
Posed Horizont (12054);733120972;
U Bukovského rybníka (3615);602342948;
Ubytování u Sedláčků (1412);481582913 | 732400617;
Chata Michaela (2023);725895982 | 603799892;
Hřebenová Bouda (2962);603804331;
Červenice I (14135);737214243;
Rodinný dům s kompletní vybaveností (6731);721863788;
Vinný sklep U Matůšků (18335);602724722 | 602724807;
Horský dům HORALKA (5421);773555456;
Chata Rosťa (7364);605262370;
Mobilheim u mlýna (7216);608772546;
Maringotka Otylka (12327);731188314;
Apartmány u vleku (15777);605398308;
Chalupa Bzové (4046);731408207;
Chalupa Včelařka (5133);731655355;
Ubytování nad vinným sklípkem (3986);728154780;
Chaloupka za potokem (163);+420734743935;
Stodola Želiv (12856);602297003 | 724370820;
Chaloupka pod Kralickým Sněžníkem (14099);776720331;
Chaloupka bazén víno sklep U Palečků (10335);731475822;
Chata lipka (9859);739359554;
Potvorovská chalupa (11756);732917369;
Chaloupka (10872);607224127 | 721274210;
Na Šestnáctce se saunou a vířivkou (17580);608455878;
Chata Libuška (5528);602167049;
Chalupa k pronájmu (5136);776626863;
Chalupa Pod Třešňovkou (3765);736674500;
Chalupa Beáta (7611);608877788 | 604543536;
Ubytování Horní paseky (4876);608869098;
Chata na samotě na Javorovém (15636);606878111 | 606787800;
Jezero Lhota (Praha - východ) (21059);604202200;
Na vejminku v Podkrkonoší (7234);604181981;
Maringotka Pod Hrází (21079);721009108;
Statek Vletice (13716);607102674;
Ubytování u Mračků (15863);776086007 | 720295726;
Ranč U Matěje (13009);777140366;
Chata u brodu (653);734622666;
Chata OLINKA (4250);724844355;
Chalupa k pronájmu (1153);736676127;
Chata k pronájmu (6956);724256466;
Chalupa k pronájmu (6092);777814148;
Rezidence Chmelná (4557);;
Statek Vlastiboř u Soběslavi (8018);777291164;
Dům U ospalého heligónu (1024);777071719 | 608961866;
Chalupa pod Pernštejnem (16180);+420777771589 | 739092918;
Hánův mlýn (240);608602482;
Chata Skřidla (18046);777176772 | 607248216;
Centrum Červeněves (18815);735729038;
Roubenka Václav (15625);702196262 | 725744954;
Chalupa Rajnochovka (17177);603321837;
Domeček Slavonice (13981);778542306 | 722606111;
Chata Lipenka (16315);777191074 | 603854108;
Chalupa U Ladika (17292);724680590 | 606252123;
Ubytování u Machů (17539);775318738 | 777318738;
Chalupa v srdci Českého ráje (3122);777250163;
Chata Dominik (13583);773258049;
Řasnická stodola (3757);;
Vinný sklep u Herků (7641);777834761 | 728224015;
Chalupa u Jirky (3000);;
Chata k pronájmu - Megi (15046);732809011;
Pětka na Sázavě (17967);603487911;
K Babičce (18052);736529342;
Pronájem chalupy (499);602100984;
Vinařova Šumavská chalupa (4302);603242185;
Chaty Vysočina (1501);+420608201798 | +420777038927;
Motýlí dům (14754);770607079;
Chaty na břehu Lipna (4150);773621365;
Chalupa (12646);603220981;
Lesní chalupa Brdy (2 apartmány) (16751);+420604327061;
Roubenka Růženka (18071);602708430 | 602190506;
Chaloupka Na Terase (19979);776609829;
Edmundova chata (11569);737577188 | 777967977;
Roubenka Dřevíkov - Veselý Kopec (8931);777277848;
Horka89 (17508);773488023;
Chlum 5 (19431);724252213;
Chata Seeberg (9235);725666666;
Chata U Studánky (17317);608667733;
Bouda Pavlovka (9295);+420739467720;
Chalupa Myslivna (12966);+420739162618;
Chata Kloučka s vířivkou nad Sázavou (1424);607794341;
U Jelena (1152);731112512;
Chalupa u kapličky (12954);603892541;
Chata Podlesí (1178);+420773074038;
Pronájem chalupy (8039);606223336;
Relax v Žírovicích (21291);;
Chalupa ADELNA (6115);778040416;
Chalupa u Valášků (2787);603552366;
Chata 100 (4420);725046265;
Welcome Home (19456);734454433;
Chalupa u kapličky (18073);731963556 | 777949404;
Bílé domky (1547);776736022;
Chalupa Orlička (5657);792302276;
Roubenka Kristýna (2272);724225852;
Chata Rychlebka (7822);607618556 | 604738557;
Chalupa pod Viničnou (18720);721181024;
Chata Marcelka (12706);724697811 | 737558826;
Maringotka GlamBee (2619);+420737365360 | +420727979903;
Chata u Rozárky (17138);+420606262926 | +420604218086;
Chalupa Kurtovec (4628);777993395;
Chata U Zámků (8128);603284941;
Chata na Lužnici (9510);723734834;
Chata U Staré Lípy (8811);775073029;
Chalupa v Údolí (3937);728680276;
Domeček Smetánek (4017);603518301;
Chata Lipno (12920);+420608324125 | +420608324126;
Chalupa k pronájmu (1133);736251772;
Wellness Minikvítek (21810);727937232 | 727881026;
Chata Remedy (16526);775376106 | 602430021;
Chata k pronájmu (102);777088750;
Pod trnkami (15565);776707982;
Penzion Hodky (16394);705112440;
Chalupa k pronájmu (6305);777077586;
Forest View Cottage (6574);+447973601379 | +420775291000;
Chata Slapy (7667);607765522;
Moje Chaloupka (11615);608531177;
Chata Horbek (10556);+421908825963 | +421918465740;
Chata U Lachtana (5588);731469473;
Chalupa Postupice (10381);603588683 | 736171649;
Sklep u Malíků (3383);607502210 | 721271716;
Chalupa U Saxany (4503);736279575;
Chata (4283);702637869;
Srub U Kocoura (7702);723565137;
Chata PRYGL **** (2195);776791195 | 608020108;
Chalupa k pronájmu (7541);608620081 | 776766971;
Mobilheim u Labe (12598);605257434;
Chalupa Kovářská (8156);603590167;
Dům na horách (9975);777603253;
Chalupa k pronájmu (2163);603223732;
Chata Valda (18624);736672261;
Chata k pronájmu (3635);723464119;
Chata Veselíčko (7642);722934185;
Roubenka U Sedláka (7090);777114976;
Chata JedlOvka (16460);722233322 | 722211222;
Chalupa ve Veclově (1627);777832020;
Chalupa k pronájmu (3426);722276926;
Chalupa Pod javory (18429);737432601;
Statek (8163);724809398;
Chalupa Fara (16779);+420734200602;
Chalupa TADY a TEĎ (17696);734700195;
Privát Štrba Mária Kičáková (14301);+421904686117;
Vila Věrka (15597);739286806;
Chalupa Zlatka (21002);724230226 | 606788723;
Chalupa U Mušketýrů (2905);602224341 | 602209730;
Chalupa k pronájmu (2855);;
Ubytování pod Třemi kameny (8776);792474585;
Chalupa v JIžních Čechách (2066);737161927;
Chata u Náčelníka (2882);602738598;
Chaloupka Suchá Rudná (17416);723629195;
Bohemian Homes s přírodním Wellness (11891);+420702046321 | 601383876;
Chalupa Betlém (3816);603522940;
Chalupa k pronájmu (8542);733396397;
Chalupa Richterhof (8910);;
Chalupa Hedeč 11 (13864);777545148;
Chata U Císaře (244);606883944 | 721203045;
Chalupa Dřevěnka (16164);775119001 | 775915001;
Roubenka Javorka (5554);731246518 | 602129382;
chalupa Kopanice (9915);602741585;
Chalupa Mary (3063);774919158;
Privát Kras (10101);602576335;
Chalupa Aninka (17447);605411532;
Ubytování Jižní slunce (691);734395747;
Polubný 1278 (1347);608380090;
Chata Roudné Kaly (12835);724217080 | 724217068;
Chalupa u Majdy (15973);736220000;
Vila Tanvald s wellness (17818);773723483;
Mini chatička s rybníčkem a finskou saunou (1867);607528675;
Na Návrší (335);603820393 | 603478696;
Chalupa Světlík (14083);774671981 | 602695044;
Chalupa u Jarouše (8317);723241720;
Na Vršku (21159);735910210 | 737374069;
Chata Šohajka (5434);606305155 | 606568650;
Chalupa Olešnice (14360);+420724675447 | +420606631250;
Penzion Harvánek (22071);722260787;
Chalupa Tylda (5335);776223553;
Chodská strážnice (16122);739583694 | 705679239;
Chata k pronájmu (5927);606554228;
Chalupa u Nováků (8223);776888486 | 777290409;
Ta naše chalupa Červená Voda (5083);+420604246052 | +420703803466;
Chalupa pod skálou (4592);774601242;
Privat Anna (7546);603142896;
Chata Betka (8035);603545253 | 728258475;
U pytláka (4645);604176355;
Chata Sofie (12048);+420723082043;
Hájenka Kozojedy (12344);776016911;
Chata Labaika (3977);+420723847448 | +420606680780;
Chalupa PROST (13593);;
Chata Bory (15474);603452917;
Chalupa u Morise (16370);777560658;
Chaloupka Příslop (7853);606771222 | 723961558;
Chalupa k pronájmu (4646);775352007;
Chata na Vyhlídce (7945);734866915;
Chata k pronájmu (14700);736707261 | 603500763;
U 100bodů za Švestkovou dráhou (19722);607643521;
Chalupa u Nikolky (7552);604578188;
Chalupa k pronájmu (1433);608512496 | 602628933;
Penzion U sv. Jana - Kraselovský Dvůr (10531);602253163;
Chata Štěpánka Vranov (19362);728652043 | 606718313;
Chalupa a apartmán Černý Důl 97 (904);608107577;
Chaloupka na Dvorku (10988);776456941;
Penzion Zoom (18140);731526652 | 601601488;
Šerava (396);+420723190087 | 606309027;
Pronájem apartmánů, krátkodobé ubytování (12392);774601006 | 737716627;
Chalupa Nocuj.cz (10382);605575553;
Chalupa snů (14585);775300006;
Chalet MALA (14795);733501888;
Rodinný dům k pronájmu (19375);722948707 | 728071115;
Chalupa Helena (6406);+420604718977 | +420734449385;
Vila Třeboňsko (6232);+420606766431;
SG chalupa Štikov s privátním wellness (11648);777721737;
Chalupa Miletín (8764);776355882;
Chalupa na kopci (16749);+420732205408;
Chata Čeladná (21618);771133553 | 737177289;
Chalupa Zadarov II (2203);606759270;
Roubenka Kopretina (19713);608334224;
Chata Na Rozcestí (4788);774606011;
Sandstone Lodge (17612);602730210 | 605235402;
Degustační dům (15584);723521341;
Chata Strmá (3815);605105337 | 733308310;
Chata Eva (17502);720579549;
Ubytování U Rybnikářů (10169);728030561 | 602669422;
Horská chata Pod Ostružníkem (11065);774449330;
Hájenka Tikov (13800);604302893;
Chata v Bavlnce (3266);774848322;
Zahradní Apartmán (14924);731584751 | 737424248;
Chata Toulovcovy Maštale (18369);;
Chata u Řeky Moravy (14745);+18199196931;
Srub U Medvěda (19043);604191929;
Roubenka Vlčice (19808);728669299;
Chalupa Na Zástavě (12554);+420518307728;
Chata Libela (16555);+420775116266;
Mobilheim Vranovská přehrada (19185);736447349;
Chata Štípárna (12553);737560136;
Na Palouku (18676);724518208;
Ubytování U Bohouše (4390);739185181;
Chalet Vista (21118);+421911514135;
Chata Belmonda (11993);608970441;
Chalet Benešky (15227);775077333;
Glamping Rokle (19180);608143754;
Chata Láďa (16547);+420605305421;
Chaloupka za potůčkem (1975);774632309;
Chalupa ALBERTA 1 (6419);;
Velký americký karavan (18833);777215134;
Roubenka Wintrovka (13426);721213230;
Podještědský ořešák (12480);+420736504540;
Chata Esty (18238);737346060;
Chata pod Javořicí (21117);776158581 | 777317111;
Penzion Pytlák (2019);603481935;
Chalupa Herlíkovice (9957);604895219 | 605755887;
Chata u Vleku (910);777784300;
Chalupa k pronájmu (1868);776770963;
Srub u rybníka (10776);606520714;
Chalupa ŠVÝCARKA (1532);720630136 | 731341553;
Chalupa k pronájmu (1967);604891872;
Veritas house (5379);720204620 | 721124488;
Chalupa Mlýn (633);607148895;
Chata Orlík - vířivka, sauna (7566);+420774171402;
Chata na Pasekách (8034);731663282;
Czechlodge (6757);702618816 | 721722743;
Sklípek (7664);731748242;
Chalupa s vnitřním bazénem (5177);607242504;
Chata Vernířka (766);+420737778160;
Chata Podlesí (4468);702464456;
Chalupa na samotě u lesa (4392);776232803;
Chalupa Bukovský (4553);603761310 | 605426273;
Pronájem chaty (3338);602394120 | 737707843;
Chalupa Dívalka (7375);734897464;
Chata k pronájmu (6847);607765522;
Dům U potoka (2758);602411381;
Chata U Jezírka (1241);603583629 | 602253970;
Chata Lhotka (11411);+420724287825 | +420775162356;
Chalupa k pronájmu (11186);773791245;
Chalupa Anežka (14069);739563896;
Chalupa Trojanka (3869);728870513;
Chalupa U Václava (11558);606732184;
Vinný sklep u Osičků (3598);776121179;
Chata Carmen (2832);420730640645 | +4915774136213;
Chalupa u Indrů (1987);724667443 | 737560195;
Na Hlubočce (10592);605570144 | 608726797;
Vinný sklep U Brčka (1592);728385850 | 604576369;
Chalupa Jílové (11396);774044780;
Chalupa k pronájmu (11436);+420605493228;
Ubytování na Lipensku (12227);603195297;
Vejminek u Hajných (18288);724748987;
Božská chata (17097);777723250;
Chalupa Luisko (9872);602545755;
ROUBENKA (8703);724255298 | 702553611;
Chalupa k pronájmu (8196);724262505 | 601366161;
Chata Zuzanka (11372);723938042;
Chata (1336);602366241;
Chalupa u rybníka (12236);732619087;
Roudenská chalupa (18525);603204233 | 731409597;
Samota U Květy (17370);603100390 | 720964798;
Wellness chalupa (16536);+420737548780;
Chalupa u Krátkých (17005);603349615 | 603854735;
Chata Za Vodou (6319);603499909;
Chalupa s přívlastkem (8299);602646631;
Chalupa Lipno (9610);723767970;
Chata u Honzíka (12640);721111950;
Ranč v Buši (19149);;
Ubytování na Faře (11697);731619886;
Ubytování U Niklů (5826);737888261;
Chata Močidla (3334);+447833490203 | 773599674;
Chalet Slapy (13432);775673003;
Ubytování Stodola (16908);725505971;
Apartmány u Pilaře (22132);775125643 | 775302031;
Chalupa Pod Javořinou (16247);723415500;
Starý dvůr pod Pálavou (14242);728280463;
Chata Kosová (15191);;
Chalupa U splavu (12417);777000021;
Chalupa k pronájmu (2622);777590082;
Glamping Luhačovice (19759);774985726 | 739750672;
Chata Jarka (6837);603100390 | 773103143;
Domky Slapy pod golfem (21306);607765522;
Chata Lada (10613);725885384 | 606164590;
Dvorská pastouška (17682);728832298;
Chaty u Lipna (7348);777563193;
Rekreačný dom (1212);+421907109376 | +421905936863;
Chata u Lužnice (9961);792335920 | 737983181;
Chalupa Rastory (21423);725581614 | 603991164;
Samota Haring (4119);602290233;
Chata k pronájmu (8580);603524276 | 731491736;
Chalupa Milena (13666);776116615;
Chalupa Líšenka (17430);608034753;
Chata U Janka (2088);605106786;
Green Resort Slapy 14 (18691);+420606022604 | +420732581161;
Rekreační dům Aldo (19971);777777159;
Dům Rosa (12000);777723244;
Luční chalupa (18066);775099391;
Tiny house freedom SL (15130);+421949089711;
Chata Zdeňka (5869);604230249;
Chata v lese č. 5 (19087);775973209;
Jelení dřevěnice na Horní Halži (17533);776088843;
Vinný sklep u Ostřížků (4568);777340978;
Chata Klokoty (12654);725684352 | 725613260;
Residence Dymokury (16367);737468456;
Rekreační chalupa Buk A (18014);777902278;
Sklípek Pod knížecí (10289);777774347 | 777774346;
Roubenka U Kavků (152);773685610 | 734817736;
Chalupa na Kopečku (1837);+420775903946 | +420774151828;
Ubytování u Venci (10552);+420606710743;
Chalupa k pronájmu (2624);;
Chalupa Gratiam (10469);604821519 | 737005374;
Vinný sklípek (19684);775056985 | 608273833;
Chalupa k pronájmu (3361);+420724263823 | +420724553063;
Chalupa pod Radhoštěm (13579);+420601530502;
Chalupa k pronájmu (566);775617380;
Chatky Šakvice (192);+420725183387;
Chalupa U Ládi (10550);605555972;
U Lojzíka (21191);602766167;
Chata Krakonoš (15552);732927048;
Glamping - Maringotka u Tobíka (21686);723875588;
Chalupa U Josefa (11888);604998940 | 739042663;
Chalupa s bazénem (9250);776177907 | 382213204;
Ubytování Korouhev (7012);731500416;
Ubytovaní v chatce (3461);608817150;
Chata Moravský Kras (4220);736199199;
Chata Adélka Hracholusky (4695);774893398;
Chalupa pod Suchým vrchem - Bradlo (4197);731531340;
Budka (10494);+420608022042;
Chalupa Bukovina 26 (12926);606688038 | 777752533;
Chalupa U muflona (21190);603956870;
Domek u pomníku (13156);605438792 | 605459828;
Chata za Grapou (17498);+421905247803;
Riverside Apartments (21319);602114080 | 724383366;
Chalupa Jesení (12711);+420721078331 | +491748399643;
Pálava Chalupa (19860);602730820 | 607105555;
Chalupa Jadrnka (11393);731552599 | 775586115;
Naše búda (18776);606085436;
Zemědělská usedlost se zimní zahradou (10116);775249311;
Chalupa k pronájmu (2510);723502415 | 603570948;
Vinný sklep u Jury (135);722423072;
Apartmán Nad Přehradou (14563);734267553;
Chajdaloupka (16469);608505084 | 608635626;
Chalupa Datel (19993);602707077;
Chalupa Kulíšek (6952);732980171 | 724601059;
Chalupa k pronájmu (7561);+4916094917706;
4borovice (21971);724049768;
Chata U Tří veverek (6267);604356147;
Chalupa k pronájmu (4202);721138983;
Pronájem chalupy (9584);732734392;
Apartmány pod skálou (9169);602877767 | 606234707;
Pronájem chalupy (13664);608608677;
Chalupa Vera (16120);605517138;
Chata Modřínka (15058);777525886 | 728380250;
Tiny house Pálava (8622);722300317 | 601159677;
Pauch Huts (17156);+420725593178;
Chalupa u dědy Lebedy (15699);604711117;
Albeřické chalupy - Horní chalupa (18571);733688988;
Chalupa Andrea (7658);602872182;
Chata Rebelka (21515);;
DOMI sklípek (18323);;
Chalupa ve Smrčí (8055);607720672 | 602107478;
Chata Tobali (1291);774983020;
Chata Na Cihelně (11489);775354550;
Chata Hopini (11276);721276168;
Pálavská brána u Mušovských jezer PB-12 (14889);+420604753244;
Chalupa U Vihanky (14158);604115002 | 604608204;
Pod jasanem (1984);+41614219709 | +41793468800;
Divoký Anděl (6631);608827550;
Mračovská Chalupa U Kapličky (11883);+420603819934 | +420603147107;
Krásná Roubenka (21470);608236636;
Chalupa Kovárna (17299);776237200;
Chalupa pod nebem (6528);771180140 | 720964798;
Wellness ubytování (16264);728015449;
Chalupa U Medvedíka (11416);777626408 | 777626407;
Chatavjesenikach (11325);606099059;
Chata Roubenka (4904);604990676;
Cyklochalupa Sázavka (2857);602101203;
Chaloupka u Marušky (19292);605128709 | 734728731;
Chata k pronájmu (5543);731612681;
Roubenka Na pasekách (6984);608919211;
Chalupa Viktorka (16877);733175905 | 776219258;
Maringotka Vrbůvka (18740);+420724940943 | +420776336294;
Apartmán Relax-chatka (9530);728756323 | 775694168;
Naše chata Lipno (15473);792334555 | 607963984;
Chalupa U Yettiho - Kunštát (2972);737671433;
Chata pod Josefskou výšinou (11425);774936365 | 777222130;
Privát Ponocný (14230);774515416;
Pronájem chalupy (4804);777606246 | 777606801;
RD - Máchovo jezero (5710);+420602392099;
Chalupa k pronájmu (4641);728652839;
Chalupa Orlík nad Vltavou (19616);+420739772661 | +420777880987;
Srub Losiny (4733);604342067;
Horská chata (13518);608559335;
Pronájem rekreačního domu (1134);724063041;
U Tří Sluncí (2913);774820641;
Chalupa U Slunce (14936);777561410;
Valachy chata (9618);602319999;
Chalupa v centru Vysočiny (21028);+420601530142 | +420704115005;
Chalupa Nová Víska v Jizerkách (16276);776488207;
Hájenka Šenov (21061);777198372;
Chata Ferrata Martinky (19173);+421902263448 | +421914334888;
Hájenka Na Soumarském Mostě (4692);702177079;
Chata Lojzovka (14934);777207300;
Chata u Robka (18255);724951025;
Penzion - Apartman Přestavlky (10448);604708428;
Chalupa na Hutisku 787 se saunou (12386);723877159;
Roubenka Čarták (121);606053960;
Chalupa k pronájmu (2717);607940936;
Kemp Strachotín - Ubytování v mobilních domech (9080);702374168;
Rekreační chalupa Míčov (21527);776649046 | 737309909;
Chata pod Javorníkem (19986);733694081;
Chata Lyžařská (7972);+420732762670;
Ubytování U Bobra (7697);605152315;
Chata Hanička (19044);776807797 | 606831190;
Chaloupka pod stromy (21208);777424062;
Chata u Spolského rybníka (9240);777600464;
Horská chata Ježek (531);777945949 | 602422503;
Chalupa na vyhlídce (16427);608982925;
Chalupa Hartman (5078);777888455 | 777888456;
Chalupa u Beranů (17901);+420734402970;
Pronájem chalupy (4318);774142015;
Chata u rybníku Špinka (5634);777747257 | 777747731;
Šťepánka - Chalet & SPA (8927);603200803;
Chalupa k pronájmu (19236);776622265 | 608826626;
Chaloupka EURONA BY CERNY Bylo nebylo... (6018);+420725733308;
Stodola Klokočí (21463);720167461;
Chalupa Kal (3166);728518727 | 737959353;
Malá, ale naše (6046);604637097;
Pronájem chaty (2779);733533337 | 733733336;
Chata u Lomečku (13340);606758637;
Chalupa k pronájmu (18064);737870734 | 603907745;
Chata u lesa (6911);777046581;
Chalupa Miroslav (6091);+420731112814 | +420607868892;
Pronájem chalupy (1059);+420732312321;
Schwarzenberská myslivna Jaronín (7524);724731407 | 723071478;
Chalupa Srdcovka (9434);774885560 | 606671356;
Dům U Lípy (8212);+420721502133;
Chaty Skalice (6504);602350308;
Pronájem chalupy (5079);774548714 | 773207878;
Ubytování U Ztraceného potoka (2110);;
Chata U George (3630);736115888;
Lipno LakeSide 45 (19249);739628440;
Rodinný penzion Bella (14112);721929462;
Chalupa Podhradí (298);728118573;
Chaty YES a NIKY (10392);602560753;
Ubytování na sklípku (1651);602593224;
Tiny House Black Swallow (16377);603758191 | 603700550;
Chata U lanovky (6114);606622957;
Ubytování U Sýkorů (3898);777013641;
Rekreační středisko Astra (5350);+420778222999;
Chalupa k pronájmu (6492);774995605 | 774155017;
Chalupy Za Starů školů (3119);777014629;
Výprachtice - chalupa s wellness a dětským hřištěm (16612);+420737870734 | +420603907745;
Chata U Medvěda (11504);733703244 | 602565335;
Chaloupka na úplné samotě (19720);725946853;
Útulná chalupa v Kožlí (11802);774560876;
Chalupa Jaroslava (5964);605292161;
Pronájem chalupy (7778);721363206;
Villa Park Lipno 208 (18725);776807828;
Pronájem chaty (5398);725059800;
Chalupa Statek Lhota pod sjezdovkou (2405);733444209 | 605750652;
Chalupa k pronájmu (4595);+420603363131 | +420604626593;
Chata na Veselce (16821);721649241;
Domeček Tis (12334);606591876 | 728221477;
Chata u Haryka (11775);722142011;
Pohodové apartmány (9842);736482485;
Ubytování u Čápů (8139);725960067 | 723925413;
U Babičky (18897);603397434;
TinyHouse Western (4029);606600231;
Chalupa Semín (740);702922921;
Chalupa k pronájmu (11937);739455316;
Chata Pod Soláněm (5312);;
Chalupa Tam vedle (12814);722963476 | 774091168;
Lašská chalupa II (10589);734711914;
Chata Loučky (10124);730674771 | 607908003;
Chalupa k pronájmu (8101);776689589;
Chalupa Oldřichov v Hájích při DDM Větrník (15897);775898959;
Chalupa k pronájmu (13795);604180180 | 727893183;
Chalupa Za pasekou (2374);604673313;
Chata Třeboňsko - rybník Dvořiště (5175);774195439;
Chata Dáša (4413);777935858;
Vila Vikovka v ráji (17852);+420603502655;
Chalupa Ostašovka (12218);739504200;
Maringotka Domov (12368);+420602461432 | +420608949295;
Chalupa k pronájmu (17332);605348341;
Chalupa Bublinka (14194);774987233 | 775329631;
Roubenka U Kelišky (19215);777021373 | 777618631;
Chalupa Kouty 43 (1716);771174343;
Rekreační chata (5985);776115172;
Tampl (3903);775291222 | 777631315;
Chalupa Radouň (12351);724115594 | 776132379;
Chalupa Pohoda (12769);605094750;
Chalupa u Broumovských stěn (9047);602139812;
Rekreační dům k pronájmu (15403);725820434;
Wellness roubenka INFFINITY (17068);+420737284444 | +420604671546;
Fajn chatky Máchovo jezero (11056);+420770601560 | +420774690823;
Chalupa Linia (8394);777123076;
Chalupa Pod Zámkem (4929);728224425 | +34652030840;
Pohoda u Klínovce (13517);+420732771464;
Roubenky Hřebečná 206 (4024);602191381;
VILA (4080);775615433;
Chaty Midos (4348);739341337;
Chata Vodní hladina - U rybníka Dvořiště (15510);+420774861111 | +420608135124;
Vilka pod Strážným Vrchem (14438);777658873 | 737001518;
Hájenka pod Vyhlídkou (17960);604126848;
Penzion U Roušarů (4084);737078400;
Chaloupka Na Gruňu (11788);607077739 | 724665290;
Horská chata Praha (13856);608382993;
Vila Magnolie u lázeňského parku (15647);+420602403745 | +420797614704;
Wellness apartmán Pod kaštany (14414);732742439;
Roubenka Mia (6134);777866620;
Kamenka 4 (13823);+420776434344 | +420737256295;
APARDO - Chata č.3 (4677);602136439;
Chalupa Gruz (2900);604516772 | 603223156;
Srub Krušné hory (305);777364702;
Chata Nad vinicí (14260);723421269;
Roubenky pod oborou (4674);775440768;
Horská chalupa (9621);+420605295057;
Chata Nika (13333);774660177;
Chalupa u potoka (8697);;
Chalupa Kuklík 45 Na samotě u lesa (1080);;
Chalupa v Údolí (11625);+420705502728;
Chalet Gamma (15767);608212406;
Chalupa k pronájmu (11360);+420797874322;
Dřevěnice pod Humencem (4061);732638843;
Sedlecký domek (11521);+420736799887;
Chaloupka nad Olešnou (12839);724235030 | 776127483;
Roubenka Mezi stromy (18674);+420724901210 | +420773571877;
Hobití domeček (19958);776175377;
Chata Uprostřed lesa (6428);733642717;
Chalupa u hřiště (17340);778402842 | 734822062;
Moderní chalupa pod Radhoštěm (10707);605438716;
Chata Oĺa (4160);+421902320692 | +421910480165;
Chata Ráztoka (12128);603929111;
Chata k pronájmu (763);724281228 | 725426157;
Chalupa U Obory (7262);604566880;
Chalupa Popice (19626);603956469;
Vantova Chalupa (3406);606055224;
Chalupa Peklo - Čertovina (7913);776561855 | 720413973;
Chata ALDI (7974);774082987;
Srub (13731);+420736608677 | +420603546360;
Apartmány na Zahradní (18946);608181072;
Slezská chalupa (8082);722244354;
Chata na konci (7755);608840572;
Dřevěnice u Nelinky (10211);604578188;
Chalupa k pronájmu (8393);774540661;
Sklípek Frída (12436);+420606074871 | +420732388598;
Chalupa U Tří cest (1743);602604502;
Apartmán 82 (15457);728816792 | 774281157;
Chalupa Chřiby (14087);704414605;
Ovčárna (13217);723425255;
Chata KoloBěžky (9519);;
Čertův Mlýn (5721);730130174 | 731621972;
Chata Eda (15975);777780126;
Roubenka Pod Lesem (19700);608095159 | 603479475;
Buškovský mlýn (12138);+420777659455;
Beskydská chalupa (21905);737373572;
Chata pod lesem (3876);776284810;
Chata u lesa (11940);702465146;
Chata u sachovy studánky (6701);604576585;
Chalupa Jelení Kout (1933);603262808;
Domeček U Kohouta s vinným sklepem (14292);+420603205201 | +420603205200;
Rekreační dům (19780);608806465;
Wellness chata (11210);723385177 | 739072329;
V Paďousích (16279);604387790;
Roubená chalupa (8991);774645087;
Apartmány Mojtín (18839);+421902826501;
U Modré hvězdy, chalupa Svratka (429);734495524;
Chaty Blato (10726);+420602626316 | +420723117203;
Domek u Tmy (15850);608083333 | 774444477;
Chata Stupava (8553);776395395;
Chata Jana (5106);723085337 | 721289041;
Horská Bouda Dimrovka (14590);776220924 | 776220920;
Rodinná horská chalupa (11298);776259736;
Chata Michaela (11123);725575427;
Ubytování mobilheimy (7146);608243743;
Chalupa Marta (17163);777849432;
Wellness chalupy Letokruhy (8855);+420733603343;
Myslivecká chata Činov (19222);604708926;
Chalupa U Šlechtů (3325);736126037;
Chata Alexa (21742);739618918 | 734657691;
Chata U levandule (11148);602173175;
Chata Pohoda - finská sauna (21577);775664325 | 775252253;
Vila Glassberg (8024);+420603431530;
Chata U Korešů (6205);739691340 | +420739691340;
Chaloupka u Mandinců (10995);739657453;
Usedlost Pod lipou (9875);602521085;
3Roses - chatičky na severu Čech (19634);733583573;
Horská chata Poštolka (8816);+420604266529;
Srub pod lesíkem (9918);773900304;
Chata Toulovcovy Maštale (13364);606608221;
Chalupa Na Vršku (1398);725926315 | 724225251;
Chata Roklinka (5756);603950794 | 602414717;
Chalupa Pluskovjanka (13828);608885218;
Ubytování u Kocábů (21586);603462865;
Ubytování Na Cechu (14132);605406570 | 606644041;
Ubytování u Alenky (16866);605546140;
Stylová chalupa na Staropackých horách (10330);776355882;
Chalupa Pod Lípou 53 (5753);776144891;
Kosov 11 (18838);;
Chalupa Sněženka (2197);776566195;
